text,Label
  hamas kurang lebih macam di poso dulu org di propokasi nya dan hingga bnyak korban berjatuhan padahal palestina dan israel satu rumpun kerna ada yg mancing di air keruh itu lh jdi,0
 penggalangan donasi itu hikmah dari konflik palestina,1
" w udah muak bener liat netizen goblok yang bawa"" agama tentang konflik palestina &; israel!!  tolol!! kalian bayangkan aja",2
  gara2 perang palestina dan israel kisah kelanjutan investasi bodong 212 mart tenggelam,2
  om addie rakyat indonesia perlu tau bahwa perang disana itu bukan agama jadi yang kita bela sebaiknya kemanusiaan karna rakyat palestina dan israel sama2 korban mereka yg ingin berkuasa dgn label,1
" heran jg dg orang"" yg lbh peduli dg konflik palestina",2
  konflik tanah di timur tengah antara israel vs palestina adalah pelajaran untuk para orang tua   maksud lo?   gini dul,2
 israel lah yang mulai konflik jadi yang real teroris itu ya israel kalo gak ada hamas bagaimana dengan korban di pihak palestina ? logika si gtu aja  tapi ya udahlah,2
 susahnya menyadarkan tetangga kompleks bahwa konflik palestina israel itu bukan soal agama. padahal sdh tua,0
 menambah wawasan ttg israel-palestina. kebenaran sejarah?. wallahu alam.  yang jelas yang saya pahami konflik tersebut bukan masalah agama tapi masalah tanah.,0
  aku paling males kalo disuruh berempati pada konflik israel vs palestina. . ,2
 walau semua pejabat dan semua lembaga negara saat ini lebih mementingkan konflik hamas-israel daripada keluarga korban teroris di poso,2
 konflik bermula sejak runtuhnya khilafah utsmani. inggris menguasai wilayah palestina dan memprakarsai berdirinya negara israel pada tahun 1948. pbb membagi wilayah palestina dan israel,0
 seharusnya pemerintah indonesia memberikan wawasan tentang apa yang terjadi di palestina dan israel. karena masih banyak yang belum memahami ini,1
 damailah palestina. hamas dan israel berhentilah saling baku hantam. sudah cukup pihak sipil yang menjadi korban pertikaian kalian.   ,1
 hentikan konflik israel &amp; palestina  israel dan palestina masih saling mengadu senjata. belum jelas pihak mana yang paling bersalah. kelompok hamas yang mengendalikan palestina ataukah israe,1
 makin gila nih kalo diemin ? dibilang palestina dan israel hny perang gegara rebutan wilayah,2
 konflik israel dan palestina tak berkesudahan. bom-bom terus jatuh,2
 saya berkesimpulan bahwa mereduksi konflik palestina-israel dgn narasi tidak terkait agama adalah tuna sejarah dan menihilkan perjuangan umat islam sejak zaman rasulullah saw dalam upaya pembebasa,0
 pergrjolakan palestina dan israel itu dimulai dari zaman nabi nabi .hingga saat ini pasang surut pertikaian .disana tak ada damai disana kecuali tanda tanda dunia ini akan kiamat dan kesombonga,0
 konflik yang terjadi antara palestina dan israel bukanlah konflik soal agama,0
 iya ya. kok gemes ya sama keberadaan yahudi pesek di negara ini. suka giring opini konflik di palestina dan penjajah 'israel' dan pengikutinya kok ya banyak. mereka itu punya otak nggak sih ?? ,2
 hentikan segera agresi militer yang dilakukan oleh israel terhadap palestina. serangan israel ke palestina merupakan tragedi kemanusiaan yang tidak bisa ditolerir. kita indonesia,0
 hentikan segera agresi militer yang dilakukan oleh israel terhadap palestina. serangan israel ke palestina merupakan tragedi kemanusiaan yang tidak bisa ditolerir. kita indonesia,0
 indonesia tdk perlu ikut campur soal palestina dan israel. sok peduli ham di negeri orang sementara masalah ham terhadap minoritas di negeri ini dibiarkan. ingat teroris hamas dan islam syiah s,2
 ya rabb percepatlah perang gajah dan israel laknat ini.dg kemenang palestina dan terusirnya israel laknat dr palestina,2
 pemuda di mataram ditangkap usai hina palestina dan israel di media sosial tiktok: dia mengunggah video penghinaan terhadap palestina di media sosial tiktok. dia lalu minta maaf. namun justru mel,0
 kenapa palestina dan israel tdk pke cara2 indonesia d jamin aman dan nyaman  ,2
 nyatanya sangat banyak yg menginginkan palestina dan israel terus konflik. termasuk yg sok peduli,2
  bang...saya setuju soal hak hidup rakyat palestina di palestina. tapi yg perang ini hamas dan israel. hamas itu bukan negara bang,0
 dia tidak melakukan kesalahan yg berat seperti melanggar konsitusi negara,0
 konflik antara israel dan palestina di seluruh negara pasti penduduknya ada 2 faksi. - faksi yg dukung palestina sambil caci maki dan hujat israel. - faksi yg dukung israel dan menghina palestina. c,0
 konflik antara israel dan palestina di seluruh negara pasti penduduknya ada 2 faksi. - faksi yg dukung palestina sambil caci maki dan hujat israel. - faksi yg dukung israel dan menghina palestina. c,0
 bicara ttg palestina dan israel adlh mslh 2 pihak yaitu kebenaran dan kedzhaliman..klo ada yg berdiri di tengah seolah2 sok netral ..lawan sekalian..itu tanda orang munafik .. pny muka lebih dari,0
 jangan bicara tentang palestina dan israel sebelum membela kedua orang tua kita,0
 negara ini telah mengarahkan warganya bahwa konflik israel-palestina adalah konflik agama.,2
 kalo seandainya rakyat palestina (perempuan dan anak2) semua keluar dari daerah konflik. dan tinggallah para pejuang2 hamas dan teroris2 itu disana. berani gak ngadepin serangan israel.?? ,2
     sesungguhnya konflik israel vs palestina bukan konflik agama. tapi orang yg tidak mau tau dg sejarah dan hanya fanatik buta dg agama akan susah men,0
 mendukung palestina dgn provokasi perang itu bukan alasan kemanusiaan.   dorong israel hentikan serangan,0
 kentalnya konflik palestina dan israel tampaknya membuat persepsi kolektif publik terhadap isu ini semakin berada di titik nadir,0
 kentalnya konflik palestina dan israel tampaknya membuat persepsi kolektif publik terhadap isu ini semakin berada di titik nadir,0
 sama halnya juga dengan konflik palestina ini. kenapa gak setiap negara muslim mengirimkan minimal 10rb tentaranya,2
  gw gak dukung palestina dan israel karena itu urusan negara mereka lagi pula mereka berperang bukan karena agama tapi politik.,0
  gw gk dukung palestina dan israel karena itu urusan negara mereka lagi pula mereka berperang bukan karena agama tapi politik.,0
 biar adil... yang menghina palestina dan israel sama sama diproses ya....,0
 1.konflik palestina-israel bukan urusan indonesia 2.korupsi bukan urusan rakyat 3.tka china bukan urusan rt/rw di indonesia 4.teroris itu urusan umat islam begitu kah maksudnya?  tambah,2
" kalimat ""sejarah ditulis oleh pemenang"" kyknya sekarang udh gk berlaku lagi deh",0
 konflik dan serangan baru-baru ini menambah panjang daftar sejarah konflik palestina dan israel. ini yang perlu diketahui soal konflik berusia seratusan tahun.  ,0
 konflik dan serangan baru-baru ini menambah panjang daftar sejarah konflik palestina dan israel. ini yang perlu diketahui soal konflik berusia seratusan tahun.  ,0
 konfliknya gak akan sembuh,2
 konfliknya gak akan sembuh,2
 justeru hamaslah yang membelokan landasan mendasar konflik rakyat palestina dengan  zionis. sekalipun mayoritas netizen +62 mendukung hamas,2
 tak ada informasi yg netral bahkan dibalut manisan agama menjadikan info itu spt hoax yg dihalalkan.  konflik israel dan palestina tak terkait agama,2
 tak ada informasi yang netral bahkan dibalut manisan agama menjadikan info itu seperti hoax yg dihalalkan.  konflik israel dan palestina tak terkait agama,2
 mengutuk pertempuranya sama dngn mengutuk israel dan hamas kah? ataukah hanya mengutuk pertempurannya saja tp tdk mengutuk israel maupun hamas??  konflik israel dngn hamas,0
 kita terlalu sibuk mikirin konflik israel palestina sampe kita lupa kalo ibukota provinsi banten di serang,2
 kita terlalu sibuk mikirin konflik israel palestina sampe kita lupa kalo ibukota provinsi banten di serang,2
 kekerasan dalam konflik antara  dan kelompok militan  berlarut-larut tanpa ada tanda-tanda gencatan senjata   ,0
 harapan yang sama kami semua berharap negara harus cepat merespon kasus yang ada di posso   sebagaimana negara respon cepat konflik yang nun jauh di palestina.,0
  ini perang yg berpola hampir setiap tahun polanya ada provokasi-israel balas-roket hamas menyerang-israel merespon dgn serangan udara-gencatan senjata lalu balik ke awal lagi 1-2 t,0
  aksi brutal lsrael thd palestina  sebuah pelanggaran  hak wrga palestina utk hidup.pbb  seharusnya keluarkan maklumat  untuk menghentikan serangan  ke palestina. dunia  telah mengutuk.seran,0
 masa allah.   serangan israel sudah membabibuta  ke negara palestina   sayah minta negara muslim didunia menyerukan dan mengecam serangan israel  ke palestina,0
" satu satunya hal yg saya saya anggap bener dari omongan lord rangga sasana adalah ""konflik israel &amp; palestina bukan perang agama"".",0
 pihak yang paling dimusuhi dan dianggap teroris oleh usa adalah isis. dalam konflik palestina -israel,0
 jadi nampak bahwa konflik palestina-israel ini bukan karena agama,0
 politik identitas memanfaatkan konflik israel palestina untuk menggalang solidaritas. sungguh sesat cara mainnya. mental teroris hamas.,2
 saya sepakat bahwa saat ini rakyat palestina perlu dibantu atas nama manusia,1
" beberapa pihak di luar pemerintah justru sedang memainkan politik ""memasyarakatkan konflik israel-palestina"" ini sambil ""mengkonflikkan masyarakat"". di situasi inilah",2
 dengan mendukung konflik antara israel - palestina bukannya mendukung industri persenjataan amerika? ga yakin sih,0
 kita ke palestina itu seperti over-supportive parents yang dukung dukung dukung tapi gak bisa banyak. support moral sudah membendung,0
 israel agresor laknatullah  hamas biadab,2
   israel agresor laknatullah  hamas biadab,2
 saya rasa israel gerah karena media2 china terus2an memberitakan serangan israel ke gaza,2
 kota ini menjadikan titik krusial konflik karena baik israel maupun palestina sama sama menginginkan jerusalem sebagai ibu kota negara mereka sehingga kota ini menjadi titik temu ketiga agama yg dike,0
 soalnya gini mostly orang orang di sekeliling aku yg kristen itu baik katolik maupun protestan rata rata lebih pro ke israel walau sebenarnya mereka gak paham paham banget terkait konflik israel dan palestina,0
 menurut saya udah lah gak usah ngurusin palestina,2
  gw gak suka konflik dan pertumpahan darah,0
 konflik kurang tepat...penjajahan dan penindasan lbh tepat...hidup palestina!!,2
 asal usul konflik israel - palestina ternyata tidak sesederhana yang dibayangkan. ga cuma sebatas konflik agama. lebih dari itu.,0
 konflik israel paletina jadi ladang dagang temen ane. udh open po kaos palestina aja si bangke kwwkwkwkwkwk,2
 sedih banget kalau lihat anak kecil yang menderita gini. semoga konflik ini segera berakhir. apapun saya berharap yang terbaik untuk rakyat palestina. mereka sudah terlalu lama menderit,0
 kadrun bisa eksis lg memanfaatkan konflik israel palestina.,2
 apakah kita memahami bagaimana dunia internasional melihat konflik israel-palestina? bagaimana solusi mereka? kita hanya tau amerika mem-veto upaya pbb mengutuk israel. t,0
 itu bukan konflik palestina vs israel tapi konflik hamas (ikhwanul muslimin) vs israel  mendukung jokowi sbg presiden ri tdk harus mendukung hamas,0
 mumpung ragi rame numpang cari simpati lewat konflik palestina dengan israel...,2
 peperangan di dunia ini terjadi karna ulah 1% orang. dan sangat menguntungkan mereka. konflik israel palestina juga sama,2
 ada kaitan ga ya dengan yang ngomong konflik israil dengan palestina ga ada urusan dengan indonesia? katanya itu urusan antara israil dengan palestina dan negara negara arab.,0
" sebaiknya media stop menuliskan kata ""konflik"" pada berita. karena yang terjadi di palestina adalah ""penjajahan",0
 ada misi rahasia israel di balik serangan udara bertubi-tubi mereka yang menghancurkan gedung-gedung utama di gaza,0
 kita terlalu terpaku dengan berita konflik palestina-israel... hingga terlena bahwa di negeri kita masih ada bahaya laten hti,2
 mungkin doa felis bagaikan rudal tuk palestina keren ya...  moga segera berahir konflik ini,1
 intinya adalah mewujudkan perdamaian dunia. ntah apa yang ada difikiran mereka yang tidak peduli dengan konflik palestina dan israel saat ini dan memprofokasi untuk diam melihat saudaranya ditindas,2
" ""ngapain kita urus jauh disana sedangkan didalam negeri saja masih banyak masalah. konflik palestina dan israel dari dulu sudah seperti itu",2
 kepala staf kepresidenan moeldoko menegaskan sikap indonesia terhadap konflik antara israel dan palestina tidak pernah berubah.  ,0
 sejarah palestina dan israel hingga kini memicu konflik perang        ,0
 akhirnyaaa! israel dan palestina sepakat memulai gencatan senjata. maka mentahlah provokasi2 partai kebngsatan sapi,2
 israel dan hamas akhirnya menyetujui gencatan senjata yang dimediatori oleh mesir. warga palestina pun berbondong-bondong turun ke jalan untuk merayakan,0
 gempa yg terjadi itu merupakan bentuk protes bumi atas serangan israel ke palestina  ,2
  wait.... palestina menang maksudnya ga bakal ada serangan lagi dari israel ke palestina gitu? terus kalo iyo kiamat makin deket dong?  masih awam tolong kasih penjelasan,2
 konflik palestina dan israel kini sdh masuk tahap gencatan senjata. kita berharap gencatan senjata ini bisa selamanya demi rasa damai bagi rakyat palestina dan israel.  tapi apa mungkin ? selama elit,1
 konflik palestina dan israel digunakan sebaik mungkin oleh politikus murahan di indonesia. mereka seolah peduli dgn nasib rakyat palestina tetapi sesungguhnya mereka mengambil keuntungan politik dari,2
 politikus kampungan menjadikan isu konflik palestina dan israel sebagai cara utk menciptakan kekacauan dan kebencian di indonesia. istilah zionis nusantara adalah contohnya,2
    hamas itu fpi nya palestina...sebelum palestina di kuasai hamas...palestina dan israel gk pernah ada konflik...,2
   palestina adlh korban dari the great projects israel.. yg ingin menguasai kawasan timur tengah.. yg dijalankn mossad,0
  sejauh ini setiap ada konflik israel-palestina posisi indonesia ga punya pengaruh besar.cuma bisa cekal,2
" ""demontrasi""acap kali menimbulkan sebuah konflik israel vs palestina .setelah gencatan senjata di sepakati.muncul demo lagi dari pihak palestina untuk sebuah kemenangan  dan military israel ing",0
 konflik dan perang mengakibatkan kami kehilangan sanak keluarga,2
 pengamat politik dan intelijen pun ternyata pola pikir dan perkataannya sama kayak buzzer.   keliatan ya kayaknya kalo emang ada narasi yang beredar tentang konflik israel palestina ini.  pake sega,2
 politisi pkb yakin jokowi bisa selesaikan konflik palestina,1
 solusi untuk palestina bukanlah gencatan senjata melainkan pembebasan palestina dr cengkeraman penjajah zionis.  okay pala (cendekiawan muslim dari belanda)    ,1
 apa mereka tau masalah sebenarnya konflik palestina-israel atau dipikir mereka adalah masalah agama? miris bener akibat gorengan issu palestina adalah mslh agama  ,0
 baru gencatan senjata kok tiba2 nyerang. dasar zionis,2
   lah baru aja ngomong gencatan senjata ko udh rusuh lagi ih astaga kenapa sih,2
 bangsa licik baru gencatan senjata,2
 jangan pernah percaya terhadap gencatan senjata zionist yahudi,2
 baguslah mosad bergerak menghabisi satu persatu pentolan hamas.. itu lebih baik.. supaya indon gak teriak2 minta gencatan senjata...,2
 konflik palestina-israel bukan konflik agama. sentimen agama di indonesia membuat polarisasi yang tidak sehat.  ,0
  gencatan senjata karena kehabisan roket,2
 jangan suka... memutar balik kan fakta...  konflik palestina...&amp; yahudi...  adalah soal iman.  sejak zaman nabi musa as..  kaum bani israil... emang bengal,0
 masalahnya klo gencatan senjata siapa yang mau donasi,2
 konflik israel dan palestina atau penjajahan israel terhadap palestina adalah masalah semua bangsa. kh. hasyim asyari pendiri nu,0
 hal ini ditandai dengan dikerahkannya para pejuang hamas mendekati perbatasan untuk memastikan tak seorang pun di sana yang melanggar gencatan senjata.   ,0
 selamat pagi semuanya kecuali zionis yahudi yang bilangnya gencatan senjata tapi baru 12 jam nyerang palestina lagi.,2
 tidak ada gencatan senjata... hancurkan mereka...,2
 konflik palestina.... khususnya...  dan..  konflik peradaban umat manusia....  .. esensinya....  merupakan medan... perang...  diantara iman....&amp; dajjal.  dan... yahudi..( kaum bani israil)  seba,2
 israel dan hamas sepakat untuk melakukan gencatan senjata. meski telah melakukan gencatan senjata,0
  publik perlu tahu apa tindakan real pemerintahnya. singkronkah dengan harapan jutaan rakyatnya yg turun menyuarakan kemerdekaan palestina,0
   banyak baca bro biar ga kudet. justru palestina sendiri yg provokasi israel dari mesjid al aqsa,2
 ini bukanlah perang agama  tapi yahudi israel vs semua agama karena palestina bukan hanya agama islam saja,0
 dah bisa ketebak... zionist itu licik,2
" muak bacanya!  dari yg sudah2 gencatan senjata adalah ""istirahat"" membombardir. pola berulang!  ",2
  masalah palestina adalah masalah kemanusiaan. jadi wajar klo bukan manusia,2
  kalo membela negara palestina jelas pahalanya dan ada panduannya ,0
 jika kelian tdk berada bersama kami. cukup berbicara tentang kemanusiaan. selain itu cukup diam. tidak usah berlebihan. pemerintah saja terus mencoba perjuangkan kemerdekaan palestina. ,0
 atas nama hak asasi manusia ayo kita bersama- sama menyatukan suara dan melindungi saudara yang ada di palestina sana dari perbuatan semena - mena bangsa zionist,1
  palestina harus mempunyai nilai tawar yg tinggi untuk mendapat kan nilai yg sejajar dlm perundingan dng israel dng menggalang dukungan yg kuat..  ,0
 agak ironi nggak sih pemerintah negara ini koar koar dukung palestina merdeka sedangkan di pelupuk mata,0
 kasian ya anak anak israel pasti ketakutan akibat serangan roket hamas ke israel demikian pula anak anak palestina pasti ketakutan akibat serangan israel kepalestina namun alhamdulillah sudah ada ke,0
 ini semua  mari berdo'a buat saudara2 kita di palestina  agar selalu diberikan kekuatan dan kesabaran dlm menghadapi konflik ini  ,1
 israel dan palestina itu adalah murni konflik negara dan bukan urusan negara kita (indonesia) dan juga masalah di negeri kita pun sudah sangat banyak semoga pak presiden selalu sehat dan pak hendr,0
 palestina masih terlihat bersih dari bendera teroris khilafah. jika kelompok isis masuk ke palestina dg bawa2 bendera teroris  maka bisa saja terjadi konflik lagi lebih parah.,0
 semoga gencatan senjata ini bisa terus berlangsung untuk mengakhiri konflik yg berkepanjangan di palestina. aamiin   ,1
 gw sih mantap dukung palestina menentukan nasib sendiri.  merdeka.  juga menolak penyelesaian konflik palestina -  israel dgn pengerahan militer.  dengan dalih apapun . duduk bersama  &amp; berundin,0
 kok ada orang nongkrong malam minggu ngedebatin konflik palestina dan israel.  ,2
 konflik palestina-israel kali ini membuka mata saya,1
 kalo dipikir secara konyol ujungnya bangsa kita rusak,2
 hati2 menyikapi konflik palestina. itu di jadikan komditi politik oleh polikus busuk di dalam negeri untuk menciptakan perpecahan. presiden  harus bersikap luwes dan tegas biar warga ga terpe,1
 hati2 menyikapi konflik palestina. itu di jadikan komditi politik oleh polikus busuk di dalam negeri untuk menciptakan perpecahan. presiden  harus bersikap luwes dan tegas biar warga ga terpe,1
  saya juga peduli palestina tapi tau gak sih permasalahan mereka itu apa yg dri dlu smpe skrg gak selesai2? yang sya tau si konflik perebutan wilayah jerussalem,0
 boleh jadi pengetahuan kita akan konflik berabad-abad palestina-israel sangatlah minim  diri ini pernah merasa prihatin atas jatuhnya ribuan korban dan terkadang lupa akannya  namun hal itu tidak memung,0
 boleh jadi pengetahuan kita akan konflik berabad-abad palestina-israel sangatlah minim  diri ini pernah merasa prihatin atas jatuhnya ribuan korban dan terkadang lupa akannya  namun hal itu tidak memung,0
   lagi pula siapa juga yang mau membela israel ataupun palestina. kita hanya ingin agar supaya  masing  masing pihak harus realistis melihat konflik kedua negara ini. jangan memi,2
 saya juga perang bersenjata.. orang2 hamas di palestina itu gada bedanya dgn fpi disini. sok jagoan bgt mentang2 dikandangnya.. bohong besar jika ada yg bilang di palestina non muslim tdk mengalami,2
 saya juga perang bersenjata.. orang2 hamas di palestina itu gada bedanya dgn fpi disini. sok jagoan bgt mentang2 dikandangnya.. bohong besar jika ada yg bilang di palestina non muslim tdk mengalami,2
 dah tak trending dah. isu palestine dgn israel. sejak gencatan senjata. sedangkan ada je lagi isu dkt sheikh jarrah tu ,2
  lu lebih percaya israel yg melanggar gencatan senjata ya cup ucup? bawakan saya 1 berita dimana rakyat palestina menolak perjuangan hamas  ,2
 mari kita berdoa palestina dan israel dapat hidup dengan damai. saling mengasihi dan saling mencintai,1
  taktik zahudi jika hamas menyerang dikatakan melanggar gencatan senjata jika hamas tak melawan mereka menindas diluar gaza,0
 perbandingan antara negara pendudukan dan palestina dalam kaitannya dengan gencatan senjata adalah seperti penculik dan sandera.   di mana penculik mengikat sandera dan memukulinya kemudian rehat,0
   bukankah yg terjadi sekarang seperti dulu saat negara arab disekeliling palestina dan israel menolak resolusi pbb untuk solusi dua negara israel dan palestina? bedanya sek,0
 berdasarkan pemerhatian aku aku yakin zionis tengah coba buat provokasi supaya tentara palestina bertindak agar  nanti bertindak balas diorang boleh play victim kata palestin langgar gencatan senja,2
   maybe ni salah satu disadvantage gencatan senjata tanpa syarat,0
 solusi untuk palestina bukanlah gencatan senjata melainkan pembebasan palestina dari cengkeraman penjajah zionis.      ,1
 zionis penjajah sepertinya memancing pejuang palestina menyerang duluan,2
   kenapa bendera yaman ngga dikibar2 ? palestina israel udah gencatan senjata. yaman-saudi masih lanjut  ,0
 harap palestine kekal tenang dengan provokasi sekaranh sehingga zionis jelas langgar gencatan senjata dan mendesak untuk perang lagi.,1
  saya tidak mengutuk israel tapi juga tidak mengutuk rakyat palestina yg menjadi korban perang antara hamas dan israel.  kalau ini dah keterla,0
 liciknya israel ..  mengumpan dengan statement penyerangan supaya terjadi aksi perlawanan dari pihak palestina .. selanjutnya palestina akan dianggap melanggar gencatan senjata .. sampai di sini paham,2
  ini permintaan.. gencatan senjata.. apa di perpanjang. kalo ya kita mulai lagi..     kira2 begitu.. joice..,2
    konflik palestina dijadikan komoditasnya untuk berdagang. supaya dia laku di pemilihan berikutnya. semoga nyungsep dan rugi besar. kelakuan yang jahat untuk kepntingan pribadi,0
   bukannya sudah ada gencatan senjata antara israel n palestina? buang2 energi saja.,2
 ayo kita manfaatkan waktu gencatan senjata untuk mengobati luka-luka mereka.  masih ada ribuan yang terluka,1
   damai ? gencatan senjata? semua hanya akal akalan karena iron dome jebol,2
  apa gunanya coba demo di indo? kedutaan israel ga ada. hubungan diplomatik ga ada. pemerintah pd dasarnya dah setuju mendukung palestina. njaluk opo maneh? yg sana jg udah gencatan se,2
 kita terlalu sibuk dengan urusan palestina dan israel tanpa kita sadari ibu kota banten di serang!!,2
  saya setuju bukan konflik 'agama'. mengingat elit muslim/kristiani mengimani 'tanah yang dijanjikan tuhan' sbg landasan perampasan &amp; imperialisme bagi kelompoknya. ya to ada benarnya apa,2
 banyak kok video yang beredar di media sosial menggambarkan kegembiraan warga gaza ini. artinya apa? usaha mesir memediasi kedua pihak untuk gencatan senjata berbuah manis bukan? memberi kegembiraa,1
   gencatan senjata bukan tujuan akhir..tetapi hilangnya penjajahan yg harus dicapai.. disana gencatan senjata hanya taktik yahudi cari napas...setelah itu mereka sdh menyerang wa,1
 sedangkan media masa yang membesar - besarkan berita tentang konflik antara palestina dengan israel. yang menimbulkan perpecahan di bangsa ini. tidak terkena hoax ataupun uu ite.,2
   konflik israel palestina dimanfaankan kadrun unt membangun solidaritas. yang ndak habis pikir,2
 pahami konflik palestina-israel dari dua sisi... jangan cuma sejak tahun 1948 aja..,0
  pahami konflik palestina-israel dari dua sisi... jangan cuma sejak tahun 1948 aja..,1
 dewan keamanan pbb menyatakan patuh terhadap gencatan senjata dan pentingnya kebutuhan mendesak untuk bantuan kemanusiaan bagi warga palestina,0
 zionis sedang buat provokasi.agar palestina langgar gencatan senjata..,2
" negarawan yang  wawasan kebangsaannya jelek dan tidak berperikemanusiaan. dia bilang ""jangan ikut-ikutan konflik yang terjadi di palestina",0
" negarawan yg  wawasan kebangsaannya jelek dan tidak berperikemanusiaan. dia bilang ""jangan ikut-ikutan konflik yang terjadi di palestina",2
 cukup menjadi manusia untuk menilai konflik palestina-israel...,0
 cukup menjadi manusia untuk menilai konflik palestina-israel...,1
 seharusnya ada alternatif lain selain jalur diplomasi. israel selalu bikin ulah setelah gencatan senjata,2
 masih percaya gencatan senjata? yg dibutuhkan palestina adalah kemerdekaan  ,2
  bukti kalau gencatan senjata gak efektif dan justru semakin menyengsarakam dan memnuat israel.semakin semena2 dan berkuasa atas palestina,0
" ""tiada jaminan langsung kerana israel mengisytiharkan gencatan senjata adalah melibatkan sebelah pihak sahaja. mereka membuat keputusan sendiri""  ",0
     konflik palestina bukan ttg agama... ttg kemanusiaan. jadi kalok kamu ngerasa masih manusia harusnya lebih berempati. kecuali kamu bukan,0
     konflik palestina bukan ttg agama... ttg kemanusiaan. jadi kalok kamu ngerasa masih manusia harusnya lebih berempati. kecuali kamu bukan,1
 hentikan kebrutalan  atas nama agama di palestina oleh: agus mustofa*  hari-hari ini dunia maya dipenuhi dengan berita konflik antara israel dan palestina. bukan hanya di indonesia. melainkan di,0
 hentikan kebrutalan  atas nama agama di palestina oleh: agus mustofa*  hari-hari ini dunia maya dipenuhi dengan berita konflik antara israel dan palestina. bukan hanya di indonesia. melainkan di,1
 hentikan kebrutalan  atas nama agama di palestina ,0
  cuma di indonesia dan israel yang aparatnya nangkapin orang aksi bela palestina,2
 konflik israel-palestina bukanlah antar agama,0
 konflik israel-palestina bukanlah antar agama,0
 dukungan pada palestina membanjiri dunia. ribuan orang berbaris di sejumlah negara untuk menyampaikan dukungan terkait konflik israel-hamas selama 11 itu...  **tak perlu menjadi seorang muslim untuk m,0
 konflik palestina ama israel dah damai = kiamat on the way sobbb :)),2
 ooh..gitu..konflik palestina israel bukan urusan kita kata si hendro. tapi impor dari yahudi senapan,2
  jangan berlebihan jangan bawa konflik israel palestina ke indonesia. dari kita cukup bantuan doa dan donasi bagi yg mampu supaya konflik segera berakhir.,1
  lix..lix dubes palestina katakan bukan konflik agama.kog ente ngomong konflik agama.kalau berbicara jangan asbun lix kau bukan pejabat palestina,2
 konflik palestina telah membuktikan mana emas  mana loyang... ,2
   sebenarnya konflik itu udah terjadi dijaman alkitab.tapi dari perspektif modern konflik palestina dan israel antara 1882 dan 1948,0
 pada akhir nya konflik palestina emang akan bermuara pada masalah agama kok saat nanti dajjal muncul dengan misi pemurtadan maka peperangan terjdi antra yg beriman dan dajjal kapir yang ingin memurtadkan,2
   konflik palestina kok malah jd konflik di negri ini ... heran sayah ... ,2
  bukankah palestina sudah merdeka?  benarkah saat ini palestina dijajah israel?  bukankah konflik yang sebenarnya adalah antara hamas dengan israel?  pks ini berupaya memanipulasi fakt,0
 makanya lihat berita yang bener bro...indonesia jelas tegas dukung palestina tapi bukan hamas. sama halnya dengan israel bro,1
 wawasan gue udah cukup buat tau kalo konflik palestina israel adalah masalah politik mereka..caplok mencaplok lahan...sama sama ada korban dar,2
 sebagai satu-satunya cara untuk memberikan harapan kepada rakyat palestina dan israel untuk berdamai.   ,1
  konflik.palestina&amp; israel.emang bukan urusan nkri memang kemerdekaan nkri didapat dari bantuan palestina kemerdekaan nkri didapat dari perjuangan lawan penjajah belanda 350th&amp; jepang 3 1/2th,1
  kenapa di yaman tidak seheboh di palestina karna ada beberapa perbedaan,0
 palestina dan israel sepakat melakukan gencatan senjata. namun konflik palestina dan israel sudah berlangsung lama. kenapa israel menyerang palestina?,0
 solusi palestina dan israel = keduanya harus masuk ke united states of eropa!   *njlungup*,2
 perang selama 11 hari antara palestina dan israel telah menyebabkan kerugian materil dan jatuhnya korban jiwa yang tak sedikit. ketegangan di jalur gaza baru mereda setelah kedua negara mencapai,0
 perundingan damai palestina dan israel sebaiknya menghasilkan solusi kemerdekaan dan perdamaian.,1
  palestina dan israel.adalah dua bangsa..yang mungkin juga bisa jadi satu bangsa yang berbeda suku dan keyakinan saja yang pasti orang2 palestina muslim yang mempunyai garis keturunan nabi,0
 nyawa dan kebahagiaan mereka relakan. untuk itu mari kita ulurkan tangan bersama dengan dukungan untuk menegakkan kebenaran  maka dari itu jangan lewatkan akungaji besok  akungaji,1
 rest in power untuk anak2 palestina dan israel yg jadi korban gelapnya doktrin agama dan kefanatikan buta politik ini     agung baster     ,1
 gencatan senjata terbaru memicu pertanyaan bagaimana akar konflik palestina dan israel terjadi. berikut ulasannya:  ,0
   aceh bagian negara indonesia jd ketika mau memisahkan ya wajib dipertahankan! lha... palestina itu sebuah negara dia yg punya negara dan israel itu pendatang yg dat,1
    siapa bilang orang kristen benci palestina?  pengacaunya itu hamas. tanpa hamas palestina dan israel bisa hidup damai berdampingan.   yerusalem memang harus dijaga,2
 dunia  lagi sibuk bahas palestina dan israel  tapi  negara indonesia lagi sibuk bahas corona mau 3 abat dan rakyat indonesia sedih karena tak bisa mudik dan lihat joe biden tertawa kemana 212 dan,2
 demi memastikan gencatan senjata antara israel-hamas dan memperkuat hubungan as dengan palestina dan israel,0
      ini soal simpatik dan bantuan kan??beda lagi konflik nya ini,0
 jangankan untuk 'membela israel'  menyarankan untuk melihat two side of the coin aja lo bisa dibilang penistaan agama  popkoknya palestina pasti suci dan israel pasti salah  gak ada itu namanya dis,2
 mengukur dampak konflik di palestina terhadap ekonomi indonesia    ,0
